timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,,IdleTime,Connect,,Latency1,Latency2,Latency3
1650337188464,2578,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2187,1620,2510
1650337188475,2600,HTTP Request,200,OK,Thread Group 3-25,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2022,2128,2550
1650337188823,2422,HTTP Request,200,OK,Thread Group 3-22,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2570,2622,2376
1650337189562,1734,HTTP Request,200,OK,Thread Group 3-20,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,1933,2606,1702
1650337189418,2164,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,2266,2007,2040
1650337187800,3774,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,1942,2261,3681
1650337189048,2642,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,1,,2846,1828,2602
1650337189361,2437,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,3091,2531,2364
1650337189074,2821,HTTP Request,200,OK,Thread Group 3-26,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,3550,1935,2749
1650337190046,1849,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,2504,2542,1778
1650337189265,2866,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,1,,2659,2721,2806
1650337189239,3007,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,1,,2512,2214,2960
1650337189766,2559,HTTP Request,200,OK,Thread Group 3-23,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2592,2478,2496
1650337189125,3226,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2290,2693,3109
1650337190155,2250,HTTP Request,200,OK,Thread Group 3-24,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2636,3058,2201
1650337189677,2855,HTTP Request,200,OK,Thread Group 3-27,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,1,,2259,2826,2787
1650337189838,2792,HTTP Request,200,OK,Thread Group 3-17,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,1,,1629,2795,2716
1650337190278,2619,HTTP Request,200,OK,Thread Group 3-28,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,0,,2311,2301,2550
