timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,,IdleTime,Connect,,Latency,Latency,Latency
1650338868126,701,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,7,7,http://localhost:50001/calculationsStored,,0,1,,651,566,531
1650338868419,564,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,7,7,http://localhost:50001/calculationsStored,,0,0,,499,505,468
1650338868349,776,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,7,7,http://localhost:50001/calculationsStored,,0,0,,722,720,685
1650338868528,686,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,7,7,http://localhost:50001/calculationsStored,,0,0,,656,668,487
1650338868664,655,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,8,8,http://localhost:50001/calculationsStored,,0,1,,624,498,542
1650338868664,916,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,8,8,http://localhost:50001/calculationsStored,,0,0,,842,539,587
1650338868790,796,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,8,8,http://localhost:50001/calculationsStored,,0,0,,709,598,685
1650338868828,790,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,8,8,http://localhost:50001/calculationsStored,,0,2,,705,707,776
1650338868983,826,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,8,8,http://localhost:50001/calculationsStored,,0,1,,784,669,825
1650338869126,745,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,1,,702,983,661
1650338869214,759,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,0,,710,756,1003
1650338869265,812,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,0,,763,848,810
1650338869319,863,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,0,,806,665,865
1650338869580,721,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,0,,618,815,1085
1650338869586,814,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,9,9,http://localhost:50001/calculationsStored,,0,1,,743,602,874
1650338869809,761,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,0,,693,1058,762
1650338869619,1030,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,0,,1001,973,694
1650338869871,843,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,1,,800,789,782
1650338869973,839,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,1,,799,720,938
1650338870077,925,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,1,,847,933,811
1650338869865,1174,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,10,10,http://localhost:50001/calculationsStored,,0,0,,1105,802,756
1650338870182,1094,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,11,11,http://localhost:50001/calculationsStored,,0,1,,1005,799,1040
1650338870301,1017,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,11,11,http://localhost:50001/calculationsStored,,0,0,,971,1182,846
1650338870400,985,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,11,11,http://localhost:50001/calculationsStored,,0,0,,939,755,903
1650338870465,950,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,11,11,http://localhost:50001/calculationsStored,,0,0,,874,874,1057
1650338870649,934,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,11,11,http://localhost:50001/calculationsStored,,0,0,,908,833,991
1650338870570,1159,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,12,12,http://localhost:50001/calculationsStored,,0,0,,1120,882,918
1650338870812,1053,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,12,12,http://localhost:50001/calculationsStored,,0,0,,998,1097,1052
1650338870714,1218,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,12,12,http://localhost:50001/calculationsStored,,0,0,,1154,908,865
1650338871039,937,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,12,12,http://localhost:50001/calculationsStored,,0,0,,871,1025,954
1650338871002,1016,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,12,12,http://localhost:50001/calculationsStored,,0,0,,976,1073,1058
1650338871385,926,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,0,,874,1384,915
1650338871318,1170,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,0,,1110,1130,1133
1650338871276,1370,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,0,,1291,1383,1172
1650338871662,991,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,1,,947,1337,1125
1650338871583,1124,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,1,,1084,970,979
1650338871865,958,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,13,13,http://localhost:50001/calculationsStored,,0,1,,929,1375,1109
1650338871063,1855,HTTP Request,200,OK,Thread Group 3-11,text,true,,37675170,14,14,http://localhost:50001/calculationsStored,,0,1,,1818,1472,1259
1650338871415,1570,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,14,14,http://localhost:50001/calculationsStored,,0,0,,1526,1012,994
1650338871935,1119,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,14,14,http://localhost:50001/calculationsStored,,0,0,,1063,1326,1214
1650338871730,1350,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,14,14,http://localhost:50001/calculationsStored,,0,0,,1285,1459,1296
1650338871976,1208,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,14,14,http://localhost:50001/calculationsStored,,0,1,,1155,1548,1031
1650338872019,1454,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,0,,1367,967,1101
1650338872265,1268,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,0,,1220,1105,1297
1650338872488,1266,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,0,,1180,1342,1187
1650338872707,1061,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,0,,1009,1240,1296
1650338872646,1123,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,0,,1040,1266,985
1650338872311,1718,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,15,15,http://localhost:50001/calculationsStored,,0,1,,1624,1072,1593
1650338872826,1306,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,0,,1272,1462,1520
1650338872654,1573,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,0,,1511,1738,1331
1650338872868,1374,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,0,,1329,1084,1301
1650338872918,1412,HTTP Request,200,OK,Thread Group 3-11,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,1,,1361,1517,1315
1650338872985,1548,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,0,,1492,1684,1724
1650338873470,1170,HTTP Request,200,OK,Thread Group 3-15,text,true,,37675170,16,16,http://localhost:50001/calculationsStored,,0,1,,1136,1536,1331
1650338873534,1186,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,17,17,http://localhost:50001/calculationsStored,,0,1,,1156,1295,1260
1650338873054,1876,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,17,17,http://localhost:50001/calculationsStored,,0,0,,1827,1706,1756
1650338873475,1539,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,17,17,http://localhost:50001/calculationsStored,,0,0,,1440,1343,1530
1650338873080,1940,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,17,17,http://localhost:50001/calculationsStored,,0,1,,1886,1588,1407
1650338873185,1875,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,17,17,http://localhost:50001/calculationsStored,,0,2,,1823,1556,1651
1650338874230,1050,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,0,,1002,1581,1517
1650338874069,1346,HTTP Request,200,OK,Thread Group 3-16,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,1,,1306,1604,1138
1650338873769,1727,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,2,,1636,1456,1421
1650338874133,1441,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,0,,1379,1791,1587
1650338874030,1663,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,0,,1603,1595,1598
1650338873770,1939,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,0,,1857,1800,1879
1650338873755,2065,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,1,,2020,1252,2238
1650338874243,1637,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,18,18,http://localhost:50001/calculationsStored,,0,0,,1596,1810,1663
1650338874534,1503,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,19,19,http://localhost:50001/calculationsStored,,0,1,,1446,1627,1691
1650338874671,1485,HTTP Request,200,OK,Thread Group 3-17,text,true,,37675170,19,19,http://localhost:50001/calculationsStored,,0,1,,1395,1845,1168
1650338874331,1896,HTTP Request,200,OK,Thread Group 3-11,text,true,,37675170,19,19,http://localhost:50001/calculationsStored,,0,1,,1796,1536,1758
1650338874720,1750,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,19,19,http://localhost:50001/calculationsStored,,0,1,,1667,1345,1508
1650338874640,1923,HTTP Request,200,OK,Thread Group 3-15,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,1,,1870,1111,1652
1650338875021,1775,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,0,,1709,1915,1593
1650338875275,1533,HTTP Request,200,OK,Thread Group 3-18,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,0,,1466,1892,1037
1650338875880,1091,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,4,,1024,1891,1852
1650338875497,1558,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,0,,1503,2143,1618
1650338875280,1782,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,20,20,http://localhost:50001/calculationsStored,,0,0,,1686,1769,1670
1650338874931,2252,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,1,,2192,2190,1634
1650338875014,2355,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,0,,2276,1771,1123
1650338875820,1554,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,0,,1466,1851,1244
1650338875709,1864,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,0,,1811,1622,1911
1650338875415,2238,HTTP Request,200,OK,Thread Group 3-16,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,1,,2176,1590,1620
1650338875575,2095,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,21,21,http://localhost:50001/calculationsStored,,0,0,,2048,1975,1707
1650338875693,2159,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,22,22,http://localhost:50001/calculationsStored,,0,0,,2097,1926,1574
1650338875060,2840,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,22,22,http://localhost:50001/calculationsStored,,0,0,,2747,1496,1647
1650338875883,2161,HTTP Request,200,OK,Thread Group 3-19,text,true,,37675170,22,22,http://localhost:50001/calculationsStored,,0,1,,2059,2043,1561
1650338876470,1620,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,22,22,http://localhost:50001/calculationsStored,,0,0,,1520,1642,1795
1650338876038,2251,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,23,23,http://localhost:50001/calculationsStored,,0,0,,2169,1463,2072
1650338876971,1555,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,23,23,http://localhost:50001/calculationsStored,,0,1,,1521,2437,1708
1650338877374,1347,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,23,23,http://localhost:50001/calculationsStored,,0,0,,1256,2187,2243
1650338876228,2542,HTTP Request,200,OK,Thread Group 3-11,text,true,,37675170,23,23,http://localhost:50001/calculationsStored,,0,0,,2481,2448,1615
1650338877088,1819,HTTP Request,200,OK,Thread Group 3-21,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,1,,1778,2765,1991
1650338877077,1906,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,0,,1854,2009,1828
1650338876808,2339,HTTP Request,200,OK,Thread Group 3-18,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,1,,2265,1877,2166
1650338876156,3008,HTTP Request,200,OK,Thread Group 3-17,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,1,,2929,1950,1700
1650338876563,2787,HTTP Request,200,OK,Thread Group 3-15,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,1,,2638,1885,1772
1650338877056,2324,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,21,,2199,2308,1977
1650338876474,2908,HTTP Request,200,OK,Thread Group 3-20,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,1,,2767,2859,2258
1650338877369,2043,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,9,,1879,2061,2547
1650338877675,1758,HTTP Request,200,OK,Thread Group 3-22,text,true,,37675170,24,24,http://localhost:50001/calculationsStored,,0,27,,1703,2363,2209
1650338877574,1941,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,25,25,http://localhost:50001/calculationsStored,,0,8,,1889,1985,2022
1650338876797,2815,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,25,25,http://localhost:50001/calculationsStored,,0,1,,2753,1627,1865
1650338878044,1803,HTTP Request,200,OK,Thread Group 3-19,text,true,,37675170,25,25,http://localhost:50001/calculationsStored,,0,0,,1741,2097,2241
1650338877653,2204,HTTP Request,200,OK,Thread Group 3-16,text,true,,37675170,25,25,http://localhost:50001/calculationsStored,,0,2,,2084,1911,1971
1650338877183,2794,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,25,25,http://localhost:50001/calculationsStored,,0,3,,2742,2394,2752
1650338877852,2253,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,26,26,http://localhost:50001/calculationsStored,,0,5,,2161,2526,1609
1650338877670,2539,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,26,26,http://localhost:50001/calculationsStored,,0,0,,2492,2243,1940
1650338878982,1310,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,26,26,http://localhost:50001/calculationsStored,,0,1,,1252,2257,1635
1650338878721,1761,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,26,26,http://localhost:50001/calculationsStored,,0,0,,1682,2116,2880
1650338878525,2207,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,1,,2100,2287,2383
1650338877900,2848,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,2,,2728,2567,2698
1650338878090,2803,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,1,,2742,2042,2583
1650338878282,2698,HTTP Request,200,OK,Thread Group 3-23,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,1,,2658,1633,1786
1650338878887,2221,HTTP Request,200,OK,Thread Group 3-24,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,0,,2152,2083,2517
1650338878306,2816,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,3,,2710,2062,1668
1650338879163,1999,HTTP Request,200,OK,Thread Group 3-17,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,1,,1870,2945,2402
1650338879379,1879,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,27,27,http://localhost:50001/calculationsStored,,0,1,,1821,2395,2118
1650338878906,2536,HTTP Request,200,OK,Thread Group 3-21,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,1,,2478,2533,1867
1650338878769,2789,HTTP Request,200,OK,Thread Group 3-11,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,0,,2727,2159,2024
1650338879146,2471,HTTP Request,200,OK,Thread Group 3-18,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,0,,2415,2981,2138
1650338879358,2461,HTTP Request,200,OK,Thread Group 3-15,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,0,,2346,2214,2730
1650338879411,2422,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,1,,2271,2155,3019
1650338879432,2428,HTTP Request,200,OK,Thread Group 3-22,text,true,,37675170,28,28,http://localhost:50001/calculationsStored,,0,0,,2327,2731,2730
1650338879390,2608,HTTP Request,200,OK,Thread Group 3-20,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2575,3134,2215
1650338879847,2312,HTTP Request,200,OK,Thread Group 3-19,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2245,2617,2252
1650338879856,2599,HTTP Request,200,OK,Thread Group 3-16,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,1,,2472,2665,2682
1650338880094,2405,HTTP Request,200,OK,Thread Group 3-26,text,true,,37675170,29,29,http://localhost:50001/calculationsStored,,0,0,,2312,3015,2187
1650338879976,2538,HTTP Request,200,OK,Thread Group 3-1,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,2400,2688,3008
1650338880111,2520,HTTP Request,200,OK,Thread Group 3-6,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,0,,2473,1954,2799
1650338880482,2211,HTTP Request,200,OK,Thread Group 3-4,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,1,,2171,2692,2532
1650338879482,3305,HTTP Request,200,OK,Thread Group 3-25,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,10,,3256,2237,2500
1650338881108,1807,HTTP Request,200,OK,Thread Group 3-24,text,true,,37675170,30,30,http://localhost:50001/calculationsStored,,0,6,,1750,2765,2931
1650338880733,2452,HTTP Request,200,OK,Thread Group 3-14,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2364,2690,2651
1650338879514,3707,HTTP Request,200,OK,Thread Group 3-7,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,18,,3523,3501,2273
1650338880208,3022,HTTP Request,200,OK,Thread Group 3-5,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2854,2852,2782
1650338880980,2261,HTTP Request,200,OK,Thread Group 3-23,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,1,,2116,2626,3028
1650338880296,2948,HTTP Request,200,OK,Thread Group 3-12,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2799,2395,2147
1650338879611,3700,HTTP Request,200,OK,Thread Group 3-2,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,3648,2362,2956
1650338881122,2306,HTTP Request,200,OK,Thread Group 3-10,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,5,,2253,2928,3111
1650338880748,2761,HTTP Request,200,OK,Thread Group 3-9,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2719,2945,2445
1650338880692,2933,HTTP Request,200,OK,Thread Group 3-27,text,true,,37675170,31,31,http://localhost:50001/calculationsStored,,0,0,,2873,2894,3030
1650338880899,2913,HTTP Request,200,OK,Thread Group 3-13,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,4,,2794,2118,3492
1650338881819,2054,HTTP Request,200,OK,Thread Group 3-15,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,9,,1973,2991,3539
1650338881860,2163,HTTP Request,200,OK,Thread Group 3-22,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,7,,2086,2602,2947
1650338881442,2645,HTTP Request,200,OK,Thread Group 3-21,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,0,,2593,3040,3626
1650338882455,1785,HTTP Request,200,OK,Thread Group 3-16,text,true,,37675170,32,32,http://localhost:50001/calculationsStored,,0,0,,1726,2734,3016
1650338881258,3271,HTTP Request,200,OK,Thread Group 3-3,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,7,,3180,3200,3251
1650338881617,2932,HTTP Request,200,OK,Thread Group 3-18,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,0,,2776,2843,3614
1650338881162,3446,HTTP Request,200,OK,Thread Group 3-17,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,0,,3336,2699,3338
1650338881885,2736,HTTP Request,200,OK,Thread Group 3-29,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,1,,2617,2471,2029
1650338881833,2796,HTTP Request,200,OK,Thread Group 3-8,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,2,,2655,3540,2985
1650338881998,2781,HTTP Request,200,OK,Thread Group 3-20,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,9,,2695,2981,2758
1650338881283,3530,HTTP Request,200,OK,Thread Group 3-28,text,true,,37675170,33,33,http://localhost:50001/calculationsStored,,0,0,,3417,2460,2985
